subscriber_key_json, destination_record_associations_json
"{""id"":""1b722de5-6957-4696-bc36-17a964fc24dc"",""type"":""Customer""}","[{""destRecId"":""6b2050cc-956d-4d10-a99d-a86bbbfca767"",""contactId"":""ac474e9d-03e4-435f-858e-e6b31d642f1f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""6b2050cc-956d-4d10-a99d-a86bbbfca767"",""contactId"":""ac474e9d-03e4-435f-858e-e6b31d642f1f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""0ba3fb6d-1e67-4389-9dcd-b6a23bb1f730"",""contactId"":""ac474e9d-03e4-435f-858e-e6b31d642f1f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6b2050cc-956d-4d10-a99d-a86bbbfca767"",""contactId"":""ac474e9d-03e4-435f-858e-e6b31d642f1f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""0ba3fb6d-1e67-4389-9dcd-b6a23bb1f730"",""contactId"":""ac474e9d-03e4-435f-858e-e6b31d642f1f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""54ad8f01-71e2-4521-ae6f-e35a5728e794"",""type"":""Customer""}","[{""destRecId"":""096a06a0-6e83-44c2-9356-a166007f54b2"",""contactId"":""28fd2a7c-052c-4822-ad37-98b24c4b04d5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c19f697a-dca9-49ad-982a-0be5919a0722"",""contactId"":""28fd2a7c-052c-4822-ad37-98b24c4b04d5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""096a06a0-6e83-44c2-9356-a166007f54b2"",""contactId"":""28fd2a7c-052c-4822-ad37-98b24c4b04d5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c19f697a-dca9-49ad-982a-0be5919a0722"",""contactId"":""28fd2a7c-052c-4822-ad37-98b24c4b04d5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""736926b2-c614-4b91-95ca-a0a1ee2b100e"",""type"":""Customer""}","[{""destRecId"":""d8404e97-b917-47b6-a849-c72c0713687e"",""contactId"":""4615a8a3-45bc-4603-9757-c137c0750d13"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""45af5291-190c-49db-9cfb-2e6a84a6ab31"",""contactId"":""4615a8a3-45bc-4603-9757-c137c0750d13"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d8404e97-b917-47b6-a849-c72c0713687e"",""contactId"":""4615a8a3-45bc-4603-9757-c137c0750d13"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""45af5291-190c-49db-9cfb-2e6a84a6ab31"",""contactId"":""4615a8a3-45bc-4603-9757-c137c0750d13"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""ce5da5ea-f2d7-4069-acc3-b9412051182f"",""type"":""BillingAccount""}","[{""destRecId"":""0e49ebcf-2c87-4dd6-bb37-9fd02e527763"",""contactId"":""af496279-2d7c-46dd-bbcf-d5186a318c70"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""2a72cad8-c673-4448-b37c-b403494f3c28"",""contactId"":""af496279-2d7c-46dd-bbcf-d5186a318c70"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""3b451971-d7a4-4a6d-9bc8-40bd21db73e8"",""type"":""BillingAccount""}","[{""destRecId"":""1c8b363d-7f04-4584-9525-3dcebb226826"",""contactId"":""f6365263-5168-424a-84b9-d4f338283595"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""68942ba5-e91f-41bb-899f-efe0ed49c753"",""contactId"":""f6365263-5168-424a-84b9-d4f338283595"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""7f7532a0-0ef9-4182-a9fd-b58b765af0f9"",""type"":""Customer""}","[{""destRecId"":""8d851a4e-933f-494f-aa41-e7544deca014"",""contactId"":""e54d2b50-edae-4e45-8a31-b1bb6fe7590f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""8d851a4e-933f-494f-aa41-e7544deca014"",""contactId"":""e54d2b50-edae-4e45-8a31-b1bb6fe7590f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c6b64e6f-5c81-40c1-87af-7b15acc941d9"",""contactId"":""e54d2b50-edae-4e45-8a31-b1bb6fe7590f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""8d851a4e-933f-494f-aa41-e7544deca014"",""contactId"":""e54d2b50-edae-4e45-8a31-b1bb6fe7590f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c6b64e6f-5c81-40c1-87af-7b15acc941d9"",""contactId"":""e54d2b50-edae-4e45-8a31-b1bb6fe7590f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""1a8e652b-ff02-46b6-867e-87dfedec7cc1"",""type"":""Customer""}","[{""destRecId"":""f5501696-dd0e-4dbe-ba50-391f5a0de5cc"",""contactId"":""0c1a6f9b-d567-4430-885d-ed9aa03df49b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""f5501696-dd0e-4dbe-ba50-391f5a0de5cc"",""contactId"":""0c1a6f9b-d567-4430-885d-ed9aa03df49b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""402d52da-b89c-450b-9780-0ce31700b3fe"",""contactId"":""0c1a6f9b-d567-4430-885d-ed9aa03df49b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f5501696-dd0e-4dbe-ba50-391f5a0de5cc"",""contactId"":""0c1a6f9b-d567-4430-885d-ed9aa03df49b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""402d52da-b89c-450b-9780-0ce31700b3fe"",""contactId"":""0c1a6f9b-d567-4430-885d-ed9aa03df49b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""1cea0ebe-b966-454d-b04a-e499ccdcdb71"",""type"":""Customer""}","[{""destRecId"":""21c0d1b2-a7c7-43c0-a5e0-57f79a432c2a"",""contactId"":""3f6a370b-3f9d-467b-9bfd-59c14eeebca4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ac107c85-8c83-4321-9200-639799727c50"",""contactId"":""3f6a370b-3f9d-467b-9bfd-59c14eeebca4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""21c0d1b2-a7c7-43c0-a5e0-57f79a432c2a"",""contactId"":""3f6a370b-3f9d-467b-9bfd-59c14eeebca4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ac107c85-8c83-4321-9200-639799727c50"",""contactId"":""3f6a370b-3f9d-467b-9bfd-59c14eeebca4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""aaf59f17-f9eb-4aa9-b436-9076bcdf1c6c"",""type"":""BillingAccount""}","[{""destRecId"":""5d243a9e-cf3d-4a5f-81d6-6afaf54236a2"",""contactId"":""6e0cf052-7b90-434d-bcca-93d11fd02aee"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""74300683-9996-4310-a838-ad5e61eb58df"",""contactId"":""6e0cf052-7b90-434d-bcca-93d11fd02aee"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""1673c1ab-4b2a-4c92-bd15-0c6ebe6fcda2"",""type"":""Customer""}","[{""destRecId"":""89eb8257-f85e-46a7-92cc-94ffe700beeb"",""contactId"":""b8fb11f1-8989-4dff-8870-1affddc1419e"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""89eb8257-f85e-46a7-92cc-94ffe700beeb"",""contactId"":""b8fb11f1-8989-4dff-8870-1affddc1419e"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""38d83b70-aa3e-4062-baf3-0493aba6546f"",""contactId"":""b8fb11f1-8989-4dff-8870-1affddc1419e"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""89eb8257-f85e-46a7-92cc-94ffe700beeb"",""contactId"":""b8fb11f1-8989-4dff-8870-1affddc1419e"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""38d83b70-aa3e-4062-baf3-0493aba6546f"",""contactId"":""b8fb11f1-8989-4dff-8870-1affddc1419e"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""bf844f7e-d05b-44a6-a33f-6b16f5c79323"",""type"":""Customer""}","[{""destRecId"":""e6c4ee58-0612-4415-8588-1f994d1d31e4"",""contactId"":""98f503a2-2c3d-4db9-afd0-eb313d54e61b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""493a50d7-4ed8-4507-a07d-5bc73fe2275e"",""contactId"":""98f503a2-2c3d-4db9-afd0-eb313d54e61b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""57f18092-da02-4691-a860-faa426762575"",""contactId"":""98f503a2-2c3d-4db9-afd0-eb313d54e61b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4f44b8fe-73f7-4fdb-9775-e2a185934bb1"",""contactId"":""98f503a2-2c3d-4db9-afd0-eb313d54e61b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e6c4ee58-0612-4415-8588-1f994d1d31e4"",""contactId"":""98f503a2-2c3d-4db9-afd0-eb313d54e61b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""493a50d7-4ed8-4507-a07d-5bc73fe2275e"",""contactId"":""98f503a2-2c3d-4db9-afd0-eb313d54e61b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""5a3c5387-750e-43f0-b0be-523b1de5b3f1"",""type"":""Customer""}","[{""destRecId"":""21e70af8-5bc3-409d-89c2-1ded671d387d"",""contactId"":""771fa0e1-775d-460a-af7e-78b37214a3ff"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""21e70af8-5bc3-409d-89c2-1ded671d387d"",""contactId"":""771fa0e1-775d-460a-af7e-78b37214a3ff"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""96d106e3-9ab1-41c4-a0bb-4a9308a1dd26"",""contactId"":""771fa0e1-775d-460a-af7e-78b37214a3ff"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""96d106e3-9ab1-41c4-a0bb-4a9308a1dd26"",""contactId"":""771fa0e1-775d-460a-af7e-78b37214a3ff"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""21e70af8-5bc3-409d-89c2-1ded671d387d"",""contactId"":""771fa0e1-775d-460a-af7e-78b37214a3ff"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""ec835f78-d72a-486a-878b-66272b1b987f"",""type"":""Customer""}","[{""destRecId"":""1bc958ea-1a15-4ed8-8793-f717575e930f"",""contactId"":""6aef2725-d3d3-44eb-bab5-339331b0d434"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""1bc958ea-1a15-4ed8-8793-f717575e930f"",""contactId"":""6aef2725-d3d3-44eb-bab5-339331b0d434"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""1bc958ea-1a15-4ed8-8793-f717575e930f"",""contactId"":""6aef2725-d3d3-44eb-bab5-339331b0d434"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""45d6899e-3dd8-4f7e-bede-788ca29a8d27"",""contactId"":""6aef2725-d3d3-44eb-bab5-339331b0d434"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""45d6899e-3dd8-4f7e-bede-788ca29a8d27"",""contactId"":""6aef2725-d3d3-44eb-bab5-339331b0d434"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""d6a9ce5e-518f-4e9a-a380-181c3022923e"",""type"":""Customer""}","[{""destRecId"":""6bb0a457-379b-42e3-9147-19932f4315c9"",""contactId"":""3ee6e418-022c-4390-8fd8-344269b4ea27"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""59e913d2-ed3d-49d3-8e71-d550f8d4fc4b"",""contactId"":""3ee6e418-022c-4390-8fd8-344269b4ea27"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6bb0a457-379b-42e3-9147-19932f4315c9"",""contactId"":""3ee6e418-022c-4390-8fd8-344269b4ea27"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""59e913d2-ed3d-49d3-8e71-d550f8d4fc4b"",""contactId"":""3ee6e418-022c-4390-8fd8-344269b4ea27"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""37e20744-eecd-463c-bfa5-aba2358e4832"",""type"":""Customer""}","[{""destRecId"":""53e5be38-8aa4-46b8-9f87-ff6fe19f899d"",""contactId"":""31edde09-11ed-4d25-86da-1b49a83b0bf3"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a54756e4-1355-45cb-a1da-8b34f35f5ae6"",""contactId"":""31edde09-11ed-4d25-86da-1b49a83b0bf3"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""53e5be38-8aa4-46b8-9f87-ff6fe19f899d"",""contactId"":""31edde09-11ed-4d25-86da-1b49a83b0bf3"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a54756e4-1355-45cb-a1da-8b34f35f5ae6"",""contactId"":""31edde09-11ed-4d25-86da-1b49a83b0bf3"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""a704510a-1d38-41be-a63e-fac8ea3e0da8"",""type"":""Customer""}","[{""destRecId"":""e299b232-3619-400a-ad22-6e32bb4216b9"",""contactId"":""2b5c5f8a-2395-4a33-8de2-740bced99e49"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""87ee1664-0c19-4737-a04b-f4a035669d01"",""contactId"":""2b5c5f8a-2395-4a33-8de2-740bced99e49"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""87ee1664-0c19-4737-a04b-f4a035669d01"",""contactId"":""2b5c5f8a-2395-4a33-8de2-740bced99e49"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e299b232-3619-400a-ad22-6e32bb4216b9"",""contactId"":""2b5c5f8a-2395-4a33-8de2-740bced99e49"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""74ff6ce0-b354-4566-be25-d2ef95073654"",""type"":""Customer""}","[{""destRecId"":""7d0059fd-8876-4e6a-b2cb-9d2cfe20ecd4"",""contactId"":""92c64581-91af-4018-9df3-eac5fb6acf7c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7a26d514-b937-43df-a855-21ecd1f77f6a"",""contactId"":""92c64581-91af-4018-9df3-eac5fb6acf7c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7d0059fd-8876-4e6a-b2cb-9d2cfe20ecd4"",""contactId"":""92c64581-91af-4018-9df3-eac5fb6acf7c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7a26d514-b937-43df-a855-21ecd1f77f6a"",""contactId"":""92c64581-91af-4018-9df3-eac5fb6acf7c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""0adef4e2-2d55-4929-940e-73e8d018ad53"",""type"":""Customer""}","[{""destRecId"":""07cdb420-11fd-4401-ab6b-0bf11858e2fe"",""contactId"":""371d058b-da51-4492-acd4-b6736006e5a8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""08806cf7-63ba-45aa-977c-5a9608131025"",""contactId"":""371d058b-da51-4492-acd4-b6736006e5a8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""07cdb420-11fd-4401-ab6b-0bf11858e2fe"",""contactId"":""371d058b-da51-4492-acd4-b6736006e5a8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""08806cf7-63ba-45aa-977c-5a9608131025"",""contactId"":""371d058b-da51-4492-acd4-b6736006e5a8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""2fb0532a-24d7-4f2a-b147-88a802ac4e59"",""type"":""BillingAccount""}","[{""destRecId"":""2af45a91-50f7-4094-a669-7506a528f7fd"",""contactId"":""016c350b-cdbc-4449-8fe2-062b28079fd6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""31e79b7f-f35e-48d0-9ef5-c401c7209ff7"",""contactId"":""016c350b-cdbc-4449-8fe2-062b28079fd6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""65be1d17-e2d8-4dee-8c07-8712e90d0ea4"",""type"":""BillingAccount""}","[{""destRecId"":""f3c79ed2-617e-40a4-b59b-6dc2a0cd68d1"",""contactId"":""f03f4801-1c1c-49bb-9678-63eb7096871b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""a0265a41-d076-4ebb-9c3b-445c07619e80"",""type"":""Customer""}","[{""destRecId"":""981ea15a-8981-4799-b476-5d0c99e8d9db"",""contactId"":""b6cce95f-62fc-4ae3-854e-ecd9f5470879"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""107fd746-d430-4353-8a4c-f195658fd4de"",""contactId"":""b6cce95f-62fc-4ae3-854e-ecd9f5470879"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""981ea15a-8981-4799-b476-5d0c99e8d9db"",""contactId"":""b6cce95f-62fc-4ae3-854e-ecd9f5470879"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""107fd746-d430-4353-8a4c-f195658fd4de"",""contactId"":""b6cce95f-62fc-4ae3-854e-ecd9f5470879"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""e54170c2-36af-4af0-8eca-83c2da1caf21"",""type"":""BillingAccount""}","[{""destRecId"":""9516a2e2-87bd-4208-b1fd-f9e7ecf7b308"",""contactId"":""e9e058b6-0bcc-4e40-9b66-d61a686a1d0f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f0ee0cb8-7f17-4334-8705-698c4dd24faa"",""contactId"":""e9e058b6-0bcc-4e40-9b66-d61a686a1d0f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""ee61bce4-496f-4071-92e2-dae7da052e86"",""type"":""BillingAccount""}","[{""destRecId"":""b9923f51-e136-432b-9cf0-a621c80b2761"",""contactId"":""2e72e5d1-b3bc-404c-a4e5-51c135b4557f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""50787113-957a-45ec-a506-8f4d4eb6d32c"",""contactId"":""2e72e5d1-b3bc-404c-a4e5-51c135b4557f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""2fa25805-7bf6-4b7c-a8d3-ed323d1dcbf6"",""type"":""Customer""}","[{""destRecId"":""2a0471e3-10c1-48de-a202-47eb24307fd1"",""contactId"":""b7177739-8091-403c-a587-8272e09a71ef"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""516d0287-c540-48e4-9a9d-be6c194170b2"",""contactId"":""b7177739-8091-403c-a587-8272e09a71ef"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""2a0471e3-10c1-48de-a202-47eb24307fd1"",""contactId"":""b7177739-8091-403c-a587-8272e09a71ef"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""516d0287-c540-48e4-9a9d-be6c194170b2"",""contactId"":""b7177739-8091-403c-a587-8272e09a71ef"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""555fb9c3-24a0-4953-ab24-5c7270e92d20"",""type"":""Customer""}","[{""destRecId"":""4fbdb17c-6e01-4871-b662-14a45f8fb76d"",""contactId"":""6d509f97-c865-4a52-90e6-0ba72d32d5f5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""4fbdb17c-6e01-4871-b662-14a45f8fb76d"",""contactId"":""6d509f97-c865-4a52-90e6-0ba72d32d5f5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c8ed1fd4-604a-471e-834b-c8857919790c"",""contactId"":""6d509f97-c865-4a52-90e6-0ba72d32d5f5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4fbdb17c-6e01-4871-b662-14a45f8fb76d"",""contactId"":""6d509f97-c865-4a52-90e6-0ba72d32d5f5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c8ed1fd4-604a-471e-834b-c8857919790c"",""contactId"":""6d509f97-c865-4a52-90e6-0ba72d32d5f5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""7025317b-4a2d-49bd-b6eb-6636464448f6"",""type"":""BillingAccount""}","[{""destRecId"":""9a03e88e-03ea-46f5-b571-ca3ef8e63777"",""contactId"":""82aee8fc-793e-47d2-a319-f485261e0296"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""0b5d5da4-a7bd-4b86-9956-1d28950bbfd8"",""contactId"":""82aee8fc-793e-47d2-a319-f485261e0296"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
