subscriber_key_json, destination_record_associations_json
"{""id"":""67154616-66b6-43ab-87af-23445338713a"",""type"":""BillingAccount""}","[{""destRecId"":""b4902183-8ed3-4795-ba31-2d0576bac0ef"",""contactId"":""56ed4327-291e-4e23-b59a-acea9e0d7689"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""130eb682-74da-41ae-a131-c2089f1089d4"",""contactId"":""56ed4327-291e-4e23-b59a-acea9e0d7689"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""bc6754bd-0a81-41e3-acff-e6c6c3f0ff5b"",""type"":""Customer""}","[{""destRecId"":""5039945e-45a5-4799-8d74-67fcf8f3a857"",""contactId"":""86650357-c224-40d6-93c0-97b97a429704"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""5039945e-45a5-4799-8d74-67fcf8f3a857"",""contactId"":""86650357-c224-40d6-93c0-97b97a429704"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""2ace7622-68f7-4a9a-b517-04d25f596a79"",""contactId"":""86650357-c224-40d6-93c0-97b97a429704"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""5039945e-45a5-4799-8d74-67fcf8f3a857"",""contactId"":""86650357-c224-40d6-93c0-97b97a429704"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""2ace7622-68f7-4a9a-b517-04d25f596a79"",""contactId"":""86650357-c224-40d6-93c0-97b97a429704"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""2ace7622-68f7-4a9a-b517-04d25f596a79"",""contactId"":""86650357-c224-40d6-93c0-97b97a429704"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_EMAILS""]},""disabled"":false}]"
"{""id"":""8e4c39cb-e83c-49d2-ac9e-ac74f1c95a3e"",""type"":""Customer""}","[{""destRecId"":""8f649b95-ff93-4a0d-a6dc-f5e9395ebe50"",""contactId"":""1bf6a223-139f-431c-827d-d991d280d08b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""8f649b95-ff93-4a0d-a6dc-f5e9395ebe50"",""contactId"":""1bf6a223-139f-431c-827d-d991d280d08b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""bda522a8-41ce-402b-b48c-5a28a1e80761"",""contactId"":""1bf6a223-139f-431c-827d-d991d280d08b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""8f649b95-ff93-4a0d-a6dc-f5e9395ebe50"",""contactId"":""1bf6a223-139f-431c-827d-d991d280d08b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""bda522a8-41ce-402b-b48c-5a28a1e80761"",""contactId"":""1bf6a223-139f-431c-827d-d991d280d08b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""20ac24bb-50e4-454e-8876-7e1d2f926f98"",""type"":""BillingAccount""}","[{""destRecId"":""ac3c74ad-d834-4300-b241-f76b13d7ec90"",""contactId"":""72d99892-ad4a-41a7-95d2-ab4a1cb33ea8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d3a6a21f-237d-4c17-a8d3-7da78bb7c181"",""contactId"":""72d99892-ad4a-41a7-95d2-ab4a1cb33ea8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""9b21078f-d635-4b40-9dba-f5b334b3d0dc"",""type"":""Customer""}","[{""destRecId"":""ddeb0b4a-dd4d-4d53-bcd5-edd4f0024e2f"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d5cca201-273d-4ebe-bdfe-4d91f1f95f8a"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d5cca201-273d-4ebe-bdfe-4d91f1f95f8a"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_SMS""]},""disabled"":false},{""destRecId"":""d5cca201-273d-4ebe-bdfe-4d91f1f95f8a"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7ae0aaa6-dd67-46fc-aacf-5196c9d5c096"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""eec5e861-e8fd-487e-afa0-33069747212a"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_EMAILS""]},""disabled"":false},{""destRecId"":""eec5e861-e8fd-487e-afa0-33069747212a"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d5cca201-273d-4ebe-bdfe-4d91f1f95f8a"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_CALLS""]},""disabled"":false},{""destRecId"":""eec5e861-e8fd-487e-afa0-33069747212a"",""contactId"":""50621d00-a925-4418-9321-fa4bba380416"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""19787dd2-b24c-401e-be2f-16f5af16756d"",""type"":""Customer""}","[{""destRecId"":""03a9dd90-091e-486f-8288-0f71d3ac694c"",""contactId"":""f07ec3ef-2132-49d3-b9cf-06f8d2399c7b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ac13909c-d310-4756-ad20-d96fe4c8caec"",""contactId"":""f07ec3ef-2132-49d3-b9cf-06f8d2399c7b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""03a9dd90-091e-486f-8288-0f71d3ac694c"",""contactId"":""f07ec3ef-2132-49d3-b9cf-06f8d2399c7b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ac13909c-d310-4756-ad20-d96fe4c8caec"",""contactId"":""f07ec3ef-2132-49d3-b9cf-06f8d2399c7b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""fa8455c9-8c35-4e4f-988b-b6c68154cdb2"",""type"":""BillingAccount""}","[{""destRecId"":""c81144c9-87cb-42fc-9558-fc6f61319537"",""contactId"":""24ba4cf3-1585-42dd-82ce-3d705ccf8315"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9bb9a64b-8951-4004-9794-0be87c3fb7cc"",""contactId"":""24ba4cf3-1585-42dd-82ce-3d705ccf8315"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""f75cfecb-2013-455f-bc3c-041974b9dc91"",""type"":""Customer""}","[{""destRecId"":""3efe6e04-dded-43c8-ada8-a3d129aa8c28"",""contactId"":""48b51ec2-07b4-4d54-a979-8cfed3f8e766"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4251bdc9-1a20-44ca-b837-b99a45cb367b"",""contactId"":""48b51ec2-07b4-4d54-a979-8cfed3f8e766"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""3efe6e04-dded-43c8-ada8-a3d129aa8c28"",""contactId"":""48b51ec2-07b4-4d54-a979-8cfed3f8e766"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4251bdc9-1a20-44ca-b837-b99a45cb367b"",""contactId"":""48b51ec2-07b4-4d54-a979-8cfed3f8e766"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""49ceb816-a20d-4581-b562-3957092be596"",""type"":""Customer""}","[{""destRecId"":""b24d68ce-798c-4236-aa5a-34273e671f05"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6c01076a-f93b-47c0-841f-b0e88a75c804"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_CALLS""]},""disabled"":false},{""destRecId"":""6c01076a-f93b-47c0-841f-b0e88a75c804"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6c01076a-f93b-47c0-841f-b0e88a75c804"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""24e7fedc-6fc6-486b-8767-a8cae3c2afe6"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""b24d68ce-798c-4236-aa5a-34273e671f05"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_EMAILS""]},""disabled"":false},{""destRecId"":""b24d68ce-798c-4236-aa5a-34273e671f05"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6c01076a-f93b-47c0-841f-b0e88a75c804"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_SMS""]},""disabled"":false},{""destRecId"":""f3630ad5-02f5-4a10-9d6c-7f54f4ff3da2"",""contactId"":""7ce43a1f-45bd-400e-b9a1-c706f608c493"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""9d778e29-adc4-43ae-9ab5-6a356f9d8710"",""type"":""BillingAccount""}","[{""destRecId"":""cc2c08e1-defb-4cd1-adc4-496b7bdd805c"",""contactId"":""0dafbc78-67ca-45d4-8ccd-45d933d1fd37"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""56de0901-04b6-474b-a05b-9f3b343caf81"",""contactId"":""0dafbc78-67ca-45d4-8ccd-45d933d1fd37"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""53e7d704-3889-48e7-8d8a-6da63e36dca0"",""type"":""Customer""}","[{""destRecId"":""f2fac073-8066-4bb5-9ce4-2854b1cbf07f"",""contactId"":""e9e07490-30c6-4768-b3aa-e61b46fb3286"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""f2fac073-8066-4bb5-9ce4-2854b1cbf07f"",""contactId"":""e9e07490-30c6-4768-b3aa-e61b46fb3286"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4694ed1e-605d-48b6-9b3a-84ddc8247441"",""contactId"":""e9e07490-30c6-4768-b3aa-e61b46fb3286"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f2fac073-8066-4bb5-9ce4-2854b1cbf07f"",""contactId"":""e9e07490-30c6-4768-b3aa-e61b46fb3286"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4694ed1e-605d-48b6-9b3a-84ddc8247441"",""contactId"":""e9e07490-30c6-4768-b3aa-e61b46fb3286"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""dcb8548a-33ee-468b-b021-cc5e7792bbe8"",""type"":""BillingAccount""}","[{""destRecId"":""ad4cef08-8a8d-4abc-8757-2e31d3d0cbd4"",""contactId"":""e3c372fb-11a6-4dcb-9776-00a75b927ff6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d15cc9bb-ccae-4271-9b80-83b60edcfc63"",""contactId"":""e3c372fb-11a6-4dcb-9776-00a75b927ff6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""37d81622-52b7-4831-a340-9ed6da67750e"",""type"":""Customer""}","[{""destRecId"":""18e98cd8-272a-4963-875e-3e1b1ea4c09d"",""contactId"":""4a70cb21-a835-4e73-b8a6-a98bdcf2f4b2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6dbcc1a4-99a8-487d-9d4e-d1d5713da1b5"",""contactId"":""4a70cb21-a835-4e73-b8a6-a98bdcf2f4b2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""18e98cd8-272a-4963-875e-3e1b1ea4c09d"",""contactId"":""4a70cb21-a835-4e73-b8a6-a98bdcf2f4b2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6dbcc1a4-99a8-487d-9d4e-d1d5713da1b5"",""contactId"":""4a70cb21-a835-4e73-b8a6-a98bdcf2f4b2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""750f4dbf-8c5f-46a5-acec-920f9fa3a7ca"",""type"":""Customer""}","[{""destRecId"":""60574601-4a63-49e8-86f4-edd996d2bfc6"",""contactId"":""367f28cc-49b5-48bf-8b44-42b24d8ec3b4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""60574601-4a63-49e8-86f4-edd996d2bfc6"",""contactId"":""367f28cc-49b5-48bf-8b44-42b24d8ec3b4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""af14cc37-5c85-470d-926b-abe94faf1d6e"",""contactId"":""367f28cc-49b5-48bf-8b44-42b24d8ec3b4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""60574601-4a63-49e8-86f4-edd996d2bfc6"",""contactId"":""367f28cc-49b5-48bf-8b44-42b24d8ec3b4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""af14cc37-5c85-470d-926b-abe94faf1d6e"",""contactId"":""367f28cc-49b5-48bf-8b44-42b24d8ec3b4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""1c6f696f-122f-4bec-9379-a617e7f7af89"",""type"":""Customer""}","[{""destRecId"":""95d9f775-2514-4baf-9fb0-995dedb26d36"",""contactId"":""11c97780-a19e-4a66-98a0-3a05b33bc1c8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a31526cd-62fb-4392-8fca-c9df99543ab3"",""contactId"":""11c97780-a19e-4a66-98a0-3a05b33bc1c8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""95d9f775-2514-4baf-9fb0-995dedb26d36"",""contactId"":""11c97780-a19e-4a66-98a0-3a05b33bc1c8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a31526cd-62fb-4392-8fca-c9df99543ab3"",""contactId"":""11c97780-a19e-4a66-98a0-3a05b33bc1c8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""4c31d4b6-0db7-4684-bfd1-bc2b98807003"",""type"":""BillingAccount""}","[{""destRecId"":""33304f6e-5d58-4e00-9c03-ed9cfded7b3f"",""contactId"":""65ee1667-4261-42a7-bed3-0cdb6bb35759"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""49ca9d6d-85b1-41a9-94db-362c5b87e9ad"",""contactId"":""65ee1667-4261-42a7-bed3-0cdb6bb35759"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""e867f4cb-8c71-4a2d-95d6-572d3d63e555"",""type"":""BillingAccount""}","[{""destRecId"":""c418d748-77f8-4fe9-a0da-647b3af693dc"",""contactId"":""ebf980c0-6f6c-48e2-9b58-856b3059acda"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""588b3332-47a6-4872-a4ba-777468ea27da"",""contactId"":""ebf980c0-6f6c-48e2-9b58-856b3059acda"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""e459d373-b554-4f7d-ab45-98b25888084f"",""type"":""Customer""}","[{""destRecId"":""88767b8c-bffd-4905-aa07-8bf98cbb3260"",""contactId"":""0ab93565-9075-405a-b245-0d43c73ba907"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""88767b8c-bffd-4905-aa07-8bf98cbb3260"",""contactId"":""0ab93565-9075-405a-b245-0d43c73ba907"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d11a32f4-78d8-4700-8f4c-4d10866276b8"",""contactId"":""0ab93565-9075-405a-b245-0d43c73ba907"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""88767b8c-bffd-4905-aa07-8bf98cbb3260"",""contactId"":""0ab93565-9075-405a-b245-0d43c73ba907"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d11a32f4-78d8-4700-8f4c-4d10866276b8"",""contactId"":""0ab93565-9075-405a-b245-0d43c73ba907"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""19ae6079-0e71-4a82-a351-b3695a58edfa"",""type"":""BillingAccount""}","[{""destRecId"":""c4cd8619-6719-4d7a-8c21-2858138c491e"",""contactId"":""e6e08d7a-418b-4ccb-b15a-cbabafa49f6a"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""906b1074-bad3-4881-9f30-f36e43c97f2d"",""contactId"":""e6e08d7a-418b-4ccb-b15a-cbabafa49f6a"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""d8464b3e-d8e2-465c-a45f-e24f50129fae"",""type"":""BillingAccount""}","[{""destRecId"":""78a8de53-3a8d-43d2-83fa-f5191d734e96"",""contactId"":""aa6062c3-eecd-4970-99f1-d774a749ed3c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""3d85060d-2b7c-42b5-acde-c1bd2432c95e"",""contactId"":""aa6062c3-eecd-4970-99f1-d774a749ed3c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""1f5a3b9b-e33a-4cb6-9614-177ed0199851"",""type"":""Customer""}","[{""destRecId"":""6af8de09-b761-4c93-b6a2-086632f4e5c4"",""contactId"":""9abb95a9-6cab-44de-a722-8dbbe2ce9716"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ab38f097-a43e-481e-8fa3-e3e40f53c941"",""contactId"":""9abb95a9-6cab-44de-a722-8dbbe2ce9716"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6af8de09-b761-4c93-b6a2-086632f4e5c4"",""contactId"":""9abb95a9-6cab-44de-a722-8dbbe2ce9716"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ab38f097-a43e-481e-8fa3-e3e40f53c941"",""contactId"":""9abb95a9-6cab-44de-a722-8dbbe2ce9716"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""ee1d3121-fa1c-46e3-b2b0-78d5bd7d4b76"",""type"":""BillingAccount""}","[{""destRecId"":""ded6726a-d86e-40de-aa5f-cde88f8a1929"",""contactId"":""0b3a9163-a419-4972-80b0-b467cca29263"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""24f79f49-3342-4618-95ee-c31bb9e7c9be"",""contactId"":""0b3a9163-a419-4972-80b0-b467cca29263"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ded6726a-d86e-40de-aa5f-cde88f8a1929"",""contactId"":""0b3a9163-a419-4972-80b0-b467cca29263"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7327df35-03a5-4c8c-9475-3f58ca4cb123"",""contactId"":""0b3a9163-a419-4972-80b0-b467cca29263"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""9fb5c53d-5f04-48ba-b34e-7e57509bd387"",""type"":""Customer""}","[{""destRecId"":""eef4e794-bbe1-41da-a049-f35fe30129c4"",""contactId"":""80b480df-865b-4737-9ac3-9eb25c986ccf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""eef4e794-bbe1-41da-a049-f35fe30129c4"",""contactId"":""80b480df-865b-4737-9ac3-9eb25c986ccf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""83fefa4e-02ad-4d9c-bd6a-1bf0a2431666"",""contactId"":""80b480df-865b-4737-9ac3-9eb25c986ccf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""eef4e794-bbe1-41da-a049-f35fe30129c4"",""contactId"":""80b480df-865b-4737-9ac3-9eb25c986ccf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""83fefa4e-02ad-4d9c-bd6a-1bf0a2431666"",""contactId"":""80b480df-865b-4737-9ac3-9eb25c986ccf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""5d0605f3-3b2e-4b96-a2d0-7c65097600ce"",""type"":""Customer""}","[{""destRecId"":""ac52d3e4-9aeb-476e-bd95-00aceee96af3"",""contactId"":""646ddd4b-60f5-4561-9516-e16b5abf9182"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""5560a817-0ec6-41cb-96f4-a2233a9d6dbf"",""contactId"":""646ddd4b-60f5-4561-9516-e16b5abf9182"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""12a0c2c0-e1ca-4526-ac0e-e5a53306911a"",""contactId"":""646ddd4b-60f5-4561-9516-e16b5abf9182"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""12a0c2c0-e1ca-4526-ac0e-e5a53306911a"",""contactId"":""646ddd4b-60f5-4561-9516-e16b5abf9182"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""fbc66655-a9aa-478e-8f67-3645edc9ef17"",""contactId"":""646ddd4b-60f5-4561-9516-e16b5abf9182"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""12a0c2c0-e1ca-4526-ac0e-e5a53306911a"",""contactId"":""646ddd4b-60f5-4561-9516-e16b5abf9182"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""2576cc02-4078-47ad-be4f-0bbcbcfae449"",""type"":""BillingAccount""}","[{""destRecId"":""93505a7f-4701-4336-adc6-af5057f8f8ec"",""contactId"":""3d9d130b-4289-4d03-aaf1-2c1a2e50cd78"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""3512c563-4070-4b95-906a-43513c35418d"",""contactId"":""3d9d130b-4289-4d03-aaf1-2c1a2e50cd78"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
